date,last_transaction_price,max_price,min_price,avg_price,percentage,profit,total_profit,company_code
04.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.12.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.11.2023,"607,00","607,00","607,00","607,00","0,00",31.0,18.817,MZPU
22.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.11.2023,"607,00","607,00","607,00","607,00","0,00",31.0,18.817,MZPU
10.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.11.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
31.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.10.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.9.2023,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
